name,location,category,tags
갈산근린공원,양천구,1.0,#갈산근린공원#걷기길#관광지#나들이#산책길#산책로#산책하기좋은곳
서서울호수공원,양천구,1.0,#가족여행#걷기여행#관광지#나들이(피크닉)#당일치기여행#사계절
파리공원,양천구,1.0,#걷기길#관광지#나들이#문화시설#서울도심여행#아이와함께#연인과함께
"신트리공원(농촌체험,자연학습장)",양천구,1.0,#가족과함께#관광지#산책로#산책하기좋은곳#서울산책#아이와함께
오목공원,양천구,1.0,#관광지#남녀노소#도심공원#산책길#산책로#산책코스#산책하기좋은곳
나무마을목공방,양천구,1.0,#가족과함께#관광지#남녀노소#목공예#목공체험#연인과함께#이색체험
장수공원(열녀문),양천구,1.0,#관광지#남녀노소#산책하기좋은곳#아이와함께#역사문화재#역사이야기
곰달래꿈마을,양천구,1.0,#SNS감성사진#골목여행#골목투어#관광지#사진찍기좋은곳#산책하기좋은곳
용왕산근린공원,양천구,1.0,#가족여행#걷기길#관광지#나들이#서울도심여행#아이와함께#용왕산근린공원
파크하비오 워터킹덤&스파,송파구,1.0,#가족과함께#관광지#무더위_피해_실내놀이#미세먼지_피하는_실내여행
"서울 의릉(경종,선의왕후) [유네스코 세계문화유산]",성북구,1.0,#관광지#교과서속여행#도심여행#서울의릉#아이와함께#역사#역사공부
"서울 헌릉(태종,원경왕후)과 인릉(순조,순원왕후) [유네스코 세계문화유산]",서초구,1.0,#가족여행#관광지#교과서속여행#서울헌릉과인릉#아이와함께#역사
서울 태릉(문정왕후)과 강릉(인순왕후) [유네스코 세계문화유산],노원구,1.0,#가족여행#관광지#교과서속여행#서울태릉과강릉#아이와함께#역사
서대문독립공원,서대문구,1.0,#걷기길#관광지#교과서속여행#서대문독립공원#수도권#아이와함께
백사실계곡,종로구,1.0,#가족여행#경치좋은곳#관광지#백사실계곡#서울여행#여름가볼만한곳
양화진외국인선교사묘원(외인묘지),마포구,1.0,#관광지#수도권#양화진외국인선교사묘원#역사#역사공부#역사관광지
서울월드컵경기장 스타디움 투어,마포구,1.0,#관광지
한국가구박물관,성북구,1.0,#가구박물관#관광지#박물관#산업관광#산업관광지#수도권#아이와함께
G밸리 패션지원센터,금천구,1.0,#G밸리패션지원센터#관광지#산업관광#산업관광지#수도권#이색체험
구로공단 노동자생활체험관,금천구,1.0,#관광지#구로공단#구로공단노동자생활체험관#노동자생활체험관#산업관광
연필로 명상하기,중구,1.0,#견학#관광지#산업관광#산업관광지#수도권#아이와함께#애니메이션
팹랩 서울,종로구,1.0,#관광지#산업관광#산업관광지#수도권#아이와함께#이색체험#체험여행
크라운해태 키즈뮤지엄,용산구,1.0,#관광지#박물관#산업관광#산업관광지#수도권#아이와함께#이색체험
양재동 화훼공판장 (꽃문화체험관),서초구,1.0,#관광지#산업관광#산업관광지#수도권#아이와함께#양재동화훼공판장
생명보험교육문화센터,종로구,1.0,#관광지#산업관광#산업관광지#생명보험교육문화센터#수도권#아이와함께
성동4차산업혁명체험센터,성동구,1.0,#4차산업#관광지#산업관광#산업관광지#성동4차산업혁명체험센터#수도권
수도박물관,성동구,1.0,#가족여행#관광지#근대문화유산#근대산업유산#박물관#산업관광#산업관광지
삼성 딜라이트,서초구,1.0,#관광지#산업관광#산업관광지#삼성딜라이트#삼성전자홍보관#수도권
DMC 홍보관,마포구,1.0,#DMC#DMC홍보관#관광지#복합문화공간#산업관광#산업관광지#수도권
YTN,마포구,1.0,#YTN#견학#관광지#방송국#사업관광지#산업관광#수도권#아이와함께
tbs교통방송,마포구,1.0,#TBS#tbs교통방송#견학#관광지#교통방송#방송국#산업관광#산업관광지
조선일보 뉴지엄,동작구,1.0,#관광지#뉴지엄#산업관광#산업관광지#수도권#아이와함께#이색체험
구의 아리수 정수센터,광진구,1.0,#관광지#구의아리수정수센터#산업관광#산업관광지#수도권#아리수정수센터
아리수나라,광진구,1.0,#관광지#박물관#산업관광#산업관광지#수도권#아리수나라#아이와함께
SM town,강남구,1.0,#SMTOWN#SM타운#관광지#문화콘텐츠산업#박물관#복합문화공간
여계묘역,구로구,1.0,#관광지#역사#역사공부#역사관광지#역사를품은곳#역사속#역사속으로
울라스튜디오,용산구,1.0,#관광지#반려견과함께#반려견동반#반려견동반여행지#사진촬영#애견동반
신선경과 류인호 묘역,송파구,1.0,#관광지#교과서속여행#신선경과류인호묘역#아이와함께#역사#역사공부
경성 부민관 폭탄 의거지,중구,1.0,#경성부민관폭탄의거지#관광지#수도권#역사#역사공부#역사관광지
마포전차종점 3·1운동 만세 시위지,마포구,1.0,#3·1운동_100주년_여행지추천#관광지#마포전차종점3·1운동만세시위지
맥아더 사령관 한강방어선 시찰지,영등포구,1.0,#관광지#맥아더사령관한강방어선시찰지#수도권#역사#역사공부#역사를품은곳
정동교회 이필주 사택 터,중구,1.0,#관광지#수도권#역사#역사관광지#역사를품은곳#역사문화재#역사속
신석구 사택 터,중구,1.0,#관광지#수도권#신석구사택터#역사#역사관광지#역사를품은곳#역사문화재
김익상 의거지,중구,1.0,#관광지#교과서속여행#김익상의거지#수도권#역사#역사공부#역사관광지
이재명 의거지,중구,1.0,#관광지#수도권#역사#역사공부#역사를품은곳#역사문화재#역사속
대한제국군 서울시가 전투지,중구,1.0,#관광지#대한제국군서울시가전투지#수도권#역사#역사공부#역사를품은곳
이충순 자결 터,중구,1.0,#관광지#수도권#역사#역사공부#역사를품은곳#역사속#역사속으로
도봉산,도봉구,1.0,#가족여행#관광지#당일치기여행#도봉산#등산#등산로#사계절#서울근교여행
북한산국립공원(도봉 지구),강북구,1.0,#관광지#자연
구암서원 터(구암정),강동구,1.0,#관광지#구암서원터#구암정#수도권#역사#역사공부#역사를품은곳
도봉서원,도봉구,1.0,#관광지#교과서속여행#기념물#도봉서원#서원#수도권#역사#역사공부
홍지문 및 탕춘대성,종로구,1.0,#가족여행#관광지#문화재#서울여행#서울특별시유형문화재#역사#역사공부
토성산성 어울길,송파구,1.0,#걷기길#걷기여행#관광지#남한산성길#생태관광#생태관광지#성내천
북한산 생태탐방연수원,도봉구,1.0,#관광지#박물관#북한산생태탐방연수원#생태관광#생태관광지#체험학습
북악산생태탐방로,종로구,1.0,#걷기길#관광지#북악산#북악산생태탐방로#생태관광#생태관광지#트레킹
북한산국립공원,성북구,1.0,#걷기길#관광지#봄꽃여행#북한산#북한산국립공원#북한산성#생태관광
(주) 교보문고,종로구,1.0,#관광지#교보문고#도서관#도심여행#문화시설#문화행사#사계절#수도권
문화일보홀,중구,1.0,#관광지#데이트코스#문화시설#문화일보홀#뮤지컬#상설공연#아이와함께
이화여대 자연사박물관,서대문구,1.0,#관광지#교과서속여행#문화시설#박물관#수도권#아이와함께#이화여대자연사박물관
홍대난타전용관,마포구,1.0,#가족여행#관광지#도심여행#문화시설#문화행사#사계절#수도권#실내여행지
일민미술관,종로구,1.0,#관광지#데이트코스#문화시설#미술관#수도권#아이와함께#연인과함께
카이스 갤러리,강남구,1.0,#가족여행#관광지#기획전시#나들이#데이트코스#도심여행#문화시설
사비나미술관,종로구,1.0,#관광지#기획전시#단체관람#도심여행#문화시설#미술관#사비나미술관
MoA 서울대학교미술관,관악구,1.0,#가족여행#관광지#문화시설#미술관#서울대학교미술관#수도권#실내여행지
예술의전당,서초구,1.0,#가족여행#공연장#관광지#나들이#데이트코스#문화시설#수도권#실내여행지
호림박물관,관악구,1.0,#관광지#나들이#문화시설#박물관#수도권#실내여행지#아이와함께
이화여자대학교박물관,서대문구,1.0,#관광지#무료관람#문화시설#박물관#사계절#수도권#실내여행지#아이와함께
소마미술관,송파구,1.0,#가족여행#관광지#문화시설#미술관#사계절#소마미술관#수도권#예술
디타워 (replace 광화문),종로구,1.0,#관광지#쇼핑
마장 축산물시장,성동구,1.0,#가족여행#관광지#마장축산물시장#사계절#쇼핑#수도권#시장맛집
영산아트홀,영등포구,1.0,#공연장#관광지#데이트코스#문화시설#상설공연#수도권#아이와함께
모차르트 콘서트홀,서초구,1.0,#가족여행#관광지#단체관람#도심여행#모차르트콘서트홀#문화시설
몽촌역사관,송파구,1.0,#관광지#도심여행#몽촌역사관#무료관람#문화시설#박물관#수도권
아르코예술극장,종로구,1.0,#공연장#관광지#데이트코스#문화시설#상설공연#아르코예술극장#아이와함께
양화진홀 전시관,마포구,1.0,#가족여행#관광지#교과서속여행#근대문화유산#문화시설#사계절#수도권
서울특별시교육청 과학전시관 (남산분관),중구,1.0,#관광지#교과서속여행#문화시설#사계절#서울특별시과학전시관남산분관
국립극장,중구,1.0,#공연장#관광지#국립극장#데이트코스#문화시설#상설공연#아이와함께
동국대학교 박물관,중구,1.0,#관광지#교과서속여행#동국대학교박물관#문화시설#박물관#수도권
허준박물관,강서구,1.0,#관광지#교과서속여행#도심여행#문화시설#박물관#아이와함께#전통&역사문화체험
서울특별시교육청 노원평생학습관,노원구,1.0,#관광지#문화시설
강남문화원,강남구,1.0,#관광지#문화시설
건국대학교 상허기념도서관,광진구,1.0,#관광지#문화시설
일자산자연공원,강동구,1.0,#걷기길#관광지#수도권#연중무휴#일자산자연공원#자연#힐링
신문박물관,종로구,1.0,#가족여행#관광지#교과서속여행#도심여행#문화시설#박물관#신문박물관
한국천주교순교자박물관,마포구,1.0,#관광지#나홀로여행#문화시설#박물관#수도권#실내여행지#이색체험
서울강서문화원,강서구,1.0,#강서구#관광지#무장애#문화보존#문화시설#문화원#문화행사#서울시
성북문화원,성북구,1.0,#관광지#무장애#문화시설#문화원#서울시#성북구#전통문화#지역문화
갤러리 라메르,종로구,1.0,#갤러리라메르#관광지#나홀로여행#데이트코스#도심여행#문화시설
외교사료관,서초구,1.0,#관광지#교과서속여행#문화시설#수도권#아이와함께#외교사료관#이색체험
서울대학교 규장각,관악구,1.0,#관광지#문화시설#서울대학교규장각#수도권#실내여행지#아이와함께
서울특별시교육청 과학전시관,관악구,1.0,#관광지#교과서속여행#문화시설#사계절#서울특별시과학전시관#수도권
한전아트센터 갤러리,서초구,1.0,#관광지#데이트코스#문화시설#미술관#수도권#아이와함께#예술#전시관
더케이아트홀,서초구,1.0,#가족여행#관광지#더케이아트홀#문화시설#문화행사#사계절#상설공연
박을복자수박물관,강북구,1.0,#관광지#교과서속여행#문화시설#박물관#박을복자수박물관#수도권
경희대학교 자연사박물관,동대문구,1.0,#경희대학교자연사박물관#관광지#교과서속여행#문화시설#박물관#수도권
한국자수박물관,강남구,1.0,#관광지#나들이#문화시설#박물관#수도권#아이와함께#예술#전시관
위니아트(건국대학교 새천년관 대공연장),광진구,1.0,#건국대학교대공연장#공연장#관광지#데이트코스#문화생활#문화시설
덕성여자대학교박물관,도봉구,1.0,#관광지#교과서속여행#덕성여자대학교박물관#문화시설#박물관#수도권
중랑문화원,중랑구,1.0,#관광지#문화시설#문화행사#복합문화공간#아이와함께#연인과함께
송파문화원,송파구,1.0,#관광지#문화시설
광진문화원,광진구,1.0,#관광지#문화시설
성동문화원,성동구,1.0,#관광지#문화시설
노원문화원,노원구,1.0,#관광지#문화시설
LG아트센터,강남구,1.0,#LG아트센터#관광지#데이트코스#문화시설#복합문화공간#상설공연
자생식물학습장,종로구,1.0,#가족여행#고궁#관광지#교과서속여행#꽃여행#사계절#수도권#실내여행지
헌인릉 생태경관보전지역(오리나무림),서초구,1.0,#관광지#나들이#당일치기여행#생태관광#수도권#오리나무림#자연
양재천 생태공원,서초구,1.0,#관광지#나들이#당일치기여행#도심여행#양재천생태공원#자연#자연&숲
북악스카이 팔각정,종로구,1.0,#걷기길#관광지#도심여행#북악스카이팔각정#수도권#야간관광100선
여의도샛강생태공원,영등포구,1.0,#가족여행#걷기길#관광지#나들이#도심여행#생태관광#여의도샛강생태공원
길동생태공원,강동구,1.0,#가족체험여행#걷기길#관광지#길동생태공원#생태관광지#수도권#자연
서울창포원,도봉구,1.0,#걷기길#관광지#생태관광#서울창포원#아이와함께#이색체험#자연
강서습지생태공원,강서구,1.0,#가족여행#강서습지생태공원#걷기길#관광지#나들이#도심여행#생태관광
청계천 버들습지,동대문구,1.0,#관광지#나들이#당일치기여행#도심여행#숲#자연#자연좋은곳#청계천버들습지
대학로예술극장,종로구,1.0,#가족여행#관광지#대학로예술극장#데이트코스#문화시설#사계절#상설공연
관세박물관,강남구,1.0,#관광지#관세박물관#문화시설#박물관#수도권#아이와함께#이색체험
세라믹 팔레스 홀,강남구,1.0,#가족여행#관광지#도심여행#문화시설#세라믹팔레스홀#실내여행지
경인미술관,종로구,1.0,#경인미술관#관광지#데이트코스#문화시설#미술관#수도권#아이와함께
갤러리 시몬,종로구,1.0,#갤러리시몬#관광지#데이트코스#문화시설#미술관#수도권#실내여행지
전기박물관,서초구,1.0,#관광지#교과서속여행#문화시설#박물관#수도권#아이와함께#전기박물관
포스코미술관,강남구,1.0,#관광지#데이트코스#문화시설#미술관#수도권#아이와함께#연인과함께
이스라엘문화원,서초구,1.0,#관광지#교과서속여행#문화시설#문화행사#사계절#수도권#실내여행지
주한 프랑스문화원,중구,1.0,#관광지#교과서속여행#도서관#문화시설#문화행사#사계절#수도권
나루아트센터,광진구,1.0,#가족여행#관광지#나루아트센터#문화시설#문화행사#복합문화공간
한전아트센터 공연장,서초구,1.0,#가족여행#관광지#단체관람#문화시설#아이와함께#연인과함께#예술
한양대학교박물관,성동구,1.0,#관광지#교과서속여행#문화시설#박물관#수도권#아이와함께#전시관
상명대학교 박물관,종로구,1.0,#관광지#교과서속여행#문화시설#박물관#상명대학교박물관#수도권
아트홀 봄,동작구,1.0,#공연#관광지#문화공간#문화시설#복합문화공간#사계절#수도권#아트홀봄
동덕여자대학교 박물관,성북구,1.0,#관광지#교과서속여행#동덕여자대학교박물관#문화시설#박물관#사계절
광장시장,종로구,1.0,#가족여행#관광지#광장시장#나들이#나홀로여행#데이트코스#도심여행
신촌 플레이버스,서대문구,1.0,#관광지#도심여행#문화콘텐츠산업#문화행사#수도권#신촌플레이버스
남산 야외식물원,용산구,1.0,#가족여행#관광지#남산야외식물원#데이트코스#도심여행#사계절#수도권
신세계백화점 (본점),중구,1.0,#관광지#쇼핑
행복한백화점,양천구,1.0,#관광지#쇼핑
충무공사,종로구,1.0,#관광지#쇼핑
용산전자랜드,용산구,1.0,#관광지#쇼핑
영풍문고 스타필드코엑스몰점,강남구,1.0,#관광지#쇼핑
밀리오레 (명동점),중구,1.0,#관광지#명동밀리오레#복합쇼핑몰#쇼핑#수도권
신라아이파크면세점,용산구,1.0,#관광지#쇼핑
남대문 메사 (MESA),중구,1.0,#관광지#쇼핑
마리오아울렛,금천구,1.0,#관광지#마리오아울렛#쇼핑#수도권#연인과함께#친구와함께
프리스비 (Frisbee) 건대점,광진구,1.0,#관광지#쇼핑
맥스타일 (maxtyle),중구,1.0,#관광지#쇼핑
금강제화 (강남본점),강남구,1.0,#관광지#쇼핑
자라 (영플라자점),중구,1.0,#관광지#쇼핑
망원시장,마포구,1.0,#가족여행#관광지#나들이#나홀로여행#데이트코스#망원시장#먹거리
풋볼 팬타지움,마포구,1.0,#VR체험#관광지#문화시설#박물관#복합레저스포츠#실내놀이터#아이와함께
광화문광장,종로구,1.0,#걷기길#관광지#광화문광장#도심공원#도심순환#도심여행#산책하기좋은곳
덕수궁 돌담길,중구,1.0,#걷기길#걷기여행#걷기좋은곳#고궁#관광지#덕수궁돌담길#데이트장소추천
롯데월드 가든스테이지,송파구,1.0,#공연장#관광지#나들이#놀이공원&테마파크#데이트코스#롯데월드가든스테이지
롯데월드 민속박물관,송파구,1.0,#관광지#나들이#놀이동산&테마파크#데이트코스#롯데월드#롯데월드민속박물관
롯데월드 언더씨킹덤,은평구,1.0,#관광지#놀이기구#롯데월드언더씨킹덤#미세먼지_피하는_실내여행#실내관광지
남산공원(서울),중구,1.0,#가족여행#걷기길#걷기여행#관광지#나들이#남산공원#당일치기여행
낙산공원,종로구,1.0,#가족여행#관광지#나들이#낙산공원#데이트코스#드라이브여행#수도권
롯데월드타워&롯데월드몰,송파구,1.0,#관광지#데이트코스#도심여행#롯데월드타워&롯데월드몰#문화행사
명동,중구,1.0,#15_16한국관광100선#17_18한국관광100선#19_20한국관광100선#관광지
보라매안전체험관,동작구,1.0,#가족여행#관광지#미세먼지_피하는_실내여행#박물관#보라매안전체험관
서울 중구문화원,중구,1.0,#관광지#문화시설#문화원#문화행사#서울중구문화원#수도권
대림미술관,종로구,1.0,#관광지#나들이#나홀로여행#대림미술관#문화시설#미술관#연인과함께
토탈미술관,종로구,1.0,#관광지#데이트코스#문화시설#미술관#수도권#아이와함께#연인과함께
전쟁과여성인권박물관,마포구,1.0,#관광지#문화시설#박물관#수도권#아이와함께#아픈과거#역사속#역사속으로
축구전시관,종로구,1.0,#관광지#문화시설#박물관#사계절#수도권#실내여행지#아이와함께
탑골공원,종로구,1.0,#가족여행#관광지#나들이#데이트코스#드라이브여행#수도권#아이와함께
흥인지문,종로구,1.0,#가족여행#관광지#교과서속여행#당일치기여행#서울근교여행#아이와함께
구 서울대학교 본관,종로구,1.0,#관광지#구서울대학교본관#근대문화유산#서울대학교#역사#역사공부
한국예절문화원,마포구,1.0,#관광지#문화시설
세종대학교박물관,광진구,1.0,#관광지#문화시설
마로니에극장,종로구,1.0,#관광지#마로니에극장#문화시설#소극장#수도권#연극
몽골 울란바타르 문화진흥원,광진구,1.0,#관광지#문화시설
갤러리 마노,강남구,1.0,#관광지#문화시설
대학로 두레홀 4관,종로구,1.0,#관광지#문화시설
갤러리 서림,강남구,1.0,#관광지#문화시설
동덕아트갤러리,종로구,1.0,#관광지#문화시설
갤러리 한,종로구,1.0,#관광지#문화시설
부엉이박물관,종로구,1.0,#관광지#문화시설
세계장신구박물관,종로구,1.0,#관광지#문화시설
통인가게(통인화랑),종로구,1.0,#관광지#문화시설
갤러리 나우,종로구,1.0,#관광지#문화시설
하나로갤러리,종로구,1.0,#관광지#문화시설
이한열박물관,마포구,1.0,#관광지#문화시설
인사미술공간,종로구,1.0,#관광지#문화시설
갤러리 아트사이드,종로구,1.0,#관광지#문화시설
국가정보원 안보전시관,서초구,1.0,#관광지#문화시설
신한갤러리(광화문),중구,1.0,#관광지#문화시설
청작화랑,강남구,1.0,#관광지#문화시설
UM갤러리,강남구,1.0,#관광지#문화시설
모인화랑,종로구,1.0,#관광지#문화시설
여의천,서초구,1.0,#관광지#수도권#여의천#자연
초전섬유ㆍ퀼트박물관,중구,1.0,#관광지#문화시설
창희보석예술관,강남구,1.0,#관광지#문화시설
종로문화원,종로구,1.0,#관광지#문화시설#문화원#수도권#종로문화원
유관순기념관(서울),중구,1.0,#3·1운동_100주년_여행지추천#가족과함께#관광지#기념관#문화시설
성곡미술관,종로구,1.0,#관광지#도심여행#문화시설#미술관#사계절#성곡미술관#실내여행지
어반아트,강남구,1.0,#갤러리#관광지#문화시설#미술관#수도권#어반아트
전통염료식물원,용산구,1.0,#관광지#자연
암사생태공원,강동구,1.0,#관광지#자연
방이동 생태경관 보전지역,송파구,1.0,#관광지#방이동생태경관보전지역#생태#수도권#자연
재활용창작품상설전시관,양천구,1.0,#관광지#문화시설#수도권#재활용#재활용관광지#재활용창작품상설전시관
갤러리 원,강남구,1.0,#갤러리#관광지#문화공간#문화시설#복합문화공간#열린문화공간#전시
진화랑,종로구,1.0,#관광지#문화공간#문화시설#복합문화공간#열린문화공간#예술품#전시
키미아트,종로구,1.0,#가족과함께#관광지#데이트#문화공간#문화시설#미술인#복합문화공간
아트파크,종로구,1.0,#갤러리#공연/전시#관광지#문화시설#미술관#복합문화공간#열린문화공간
백해영갤러리,용산구,1.0,#갤러리#관광지#근대문화예술#문화시설#문화예술#문화예술#문화예술공간
유 아트 스페이스,강남구,1.0,#관광지#문화공간#문화시설#미술품#상설전시#열린문화공간#전시작품
김현주 갤러리,종로구,1.0,#관광지#문화공간#문화시설#미술관#미술인#복합문화공간#열린문화공간
아름다운 차박물관,종로구,1.0,#갤러리#관광지#도자기#문화시설#문화예술공간#열린문화공간#전통차
갤러리조선,종로구,1.0,#갤러리#공연/전시#관광지#문화시설#미술가#복합문화공간#열린문화공간
박여숙화랑,강남구,1.0,#관광지#문화공간#문화시설#문화예술공간#미술관#미술인#복합문화공간
상원미술관,종로구,1.0,#관광지#도심여행#문화시설#사계절#상원미술관#실내여행지#아이와함께
갤러리 빔,종로구,1.0,#갤러리#관광지#문화공간#문화시설#미술관#복합문화공간#열린문화공간
소극장 산울림,마포구,1.0,#공연#관광지#데이트#문화시설#문화예술#소극장#연극#연극단#연인과함께
갤러리 뤼미에르,종로구,1.0,#관광지#문화공간#문화시설#문화예술#복합문화공간#열린문화공간
갤러리에이엠,종로구,1.0,#갤러리#관광지#근대미술#근대미술관#문화공간#문화시설#문화예술
연우소극장,종로구,1.0,#관광지#문화시설
김종영미술관,종로구,1.0,#관광지#문화공간#문화시설#문화예술#미술관#복합문화공간#열린문화공간
몽인아트스페이스,중구,1.0,#관광지#문화공간#문화시설#문화예술#문화예술창작공간#복합문화공간
사루비아다방,종로구,1.0,#공연#관광지#문화공간#문화시설#문화예술#복합문화공간#열린문화공간
갤러리 아트링크,종로구,1.0,#관광지#데이트#문화공간#문화시설#문화예술#복합문화공간#열린문화공간
한강,성동구,1.0,#관광지#자연
알파갤러리,중구,1.0,#고미술품#관광지#문화공간#문화시설#문화예술#미술품#복합문화공간
갤러리 스클로,중구,1.0,#관광지#문화공간#문화시설#문화예술#복합문화공간#소장품#소장품
갤러리 룩스,종로구,1.0,#관광지#문화공간#문화시설#문화예술#미술품#복합문화공간#열린문화공간
한벽원미술관,종로구,1.0,#관광지#문화공간#문화시설#문화예술#미술관#복합문화공간#소장품
평강성서유물 박물관,구로구,1.0,#가족과함께#가족체험#관광지#문화시설#박물관#아이와함께#역사
하나아트갤러리,종로구,1.0,#갤러리#관광지#문화공간#문화시설#문화예술#복합문화공간#열린문화공간
아차산,광진구,1.0,#관광지#등산#산#수도권#아차산#자연#전망좋은곳
한방스파 여용국,송파구,1.0,#관광지#뷰티&스파온천&스파#연인과함께#친구와함께#휴식공간#휴식여행
반포 서래섬,서초구,1.0,#관광지#자연
시간을 담다,중구,1.0,#관광지#그림그리기체험#데이트장소추천#문화공간#미세먼지_피하는_실내여행
분재박물관,서초구,1.0,#관광지#문화시설#미세먼지_피하는_실내여행#분재#소나무#숲속#식물박물관
개봉 유수지,구로구,1.0,#가족과함께#공원#관광지#산책로#산책하기좋은곳#아침운동#연인과함께
구로기계공구단지,구로구,1.0,#공구#관광지#산업관광#산업관광지#산업단지#산업용품#상가#쇼핑
궁동저수지 생태공원,구로구,1.0,#가족과함께#공원#관광지#산책하기좋은곳#생태공원#연인과함께#자연환경
고척근린공원,구로구,1.0,#가족과함께#공원#관광지#산책길#산책하기좋은곳#연인과함께#자연환경
국제음식문화거리(INTERNATIONAL FOOD STREET),구로구,1.0,#가족과함께#관광지#맛집#먹거리여행#먹거리타운#먹자골목#문화공간
이씨레물리노공원(구로근린공원),구로구,1.0,#걷기좋은곳#공원#관광지#문화공간#복합문화공간#산책로#산책하기좋은곳
음식문화특화거리(깔깔거리),구로구,1.0,#관광지#맛집#맛집골목#맛집탐방#먹방여행#먹방투어#연인과함께
온수도시 자연공원(잣절공원),구로구,1.0,#가족과함께#가족체험#가족체험학습#공원#관광지#도시자연공원#반딧불이
천왕근린공원,구로구,1.0,#걷기좋은곳#공원#관광지#산책하기좋은곳#아이와함께#연인과함께
엘크레,강남구,1.0,#감성사진#관광지#메이크업#분위기좋은카페#뷰티#뷰티투어#사진찍기좋은곳
대안공간 루프,마포구,1.0,#공연#공연/전시#관광지#대안공간루프#문화시설#문화예술공간#복합문화공간
남산 팔각정,용산구,1.0,#관광지#남산N서울타워#남산케이블카#남산팔각정#데이트#산책하기좋은곳
홍대,마포구,1.0,#17_18한국관광100선#19_20한국관광100선#관광지#서울#수도권
한복남,종로구,1.0,#관광지#체험
이태원 앤틱 가구 거리,용산구,1.0,#가구점#가족과함께#골동품#관광지#목가구#연인과함께#이색거리
K-Taekwon school 태권도체험,강동구,1.0,#건강여행#관광지#남녀노소#실내레포츠#실내운동#실내체육관#아이와함께
나석주의사동상,중구,1.0,#3.1운동#3·1운동_100주년_여행지추천#관광지#나석주의사#독립운동
관악산,관악구,1.0,#관광지#관악산#등산#수도권#자연#힐링
이태원 관광특구,용산구,1.0,#19_20한국관광100선#관광지#다문화#데이트장소추천#도심여행#문화행사
동십자각,종로구,1.0,#관광지#교과서속여행#동십자각#문화재#수도권#역사#역사공부#역사관광지
서울 관상감 관천대,종로구,1.0,#관광지#관상감관천대#문화재#수도권#역사#역사공부#역사관광지
서울 경모궁지,종로구,1.0,#경모궁지#고택#관광지#교과서속여행#문화재#수도권#역사#역사공부
서울 동관왕묘,종로구,1.0,#관광지#교과서속여행#동관왕묘#문화재#사당#수도권#역사#역사공부
율곡로,종로구,1.0,#가로수길#관광지#돌담길#산책코스#산책하기좋은곳#수도권#역사
서울 대한의원,종로구,1.0,#관광지#교과서속여행#문화재#서울대한의원#수도권#역사#역사공부
유심사,종로구,1.0,#관광지#교과서속여행#수도권#역사#역사공부#역사관광지#역사를품은곳
국제갤러리,종로구,2.0,#국제갤러리#나들이#데이트코스#문화시설#미술관#수도권#실내여행지
국립현대미술관(덕수궁관),중구,2.0,#국립현대미술관#덕수궁관#데이트코스#문화시설#미술관#수도권#실내여행지
국립한글박물관,용산구,2.0,#가족체험여행#교과서속여행#국립한글박물관#문화시설#문화행사#미세먼지_피하는_실내여행
국립중앙박물관,용산구,2.0,#국립중앙박물관#나들이#문화시설#미세먼지_피하는_실내여행#박물관
정동극장,중구,2.0,#가족여행#데이트코스#도심여행#문화시설#아이와함께#연인과함께
국립국악원,서초구,2.0,#가족여행#공연장#국립국악원#데이트코스#문화시설#수도권#실내여행지
명동예술극장,중구,2.0,#명동예술극장#문화공간#문화시설#문화예술#문화예술공간#복합문화공간
청와대사랑채,종로구,2.0,#가족여행#교과서속여행#기념관#도심여행#문화시설#사계절#실내여행지
대한민국역사박물관,종로구,2.0,#교과서속여행#대한민국역사박물관#문화시설#미세먼지_피하는_실내여행
국립중앙도서관,서초구,2.0,#국립중앙도서관#데이트코스#도서관#문화시설#수도권#아이와함께
국립고궁박물관,종로구,2.0,#교과서속여행#국립고궁박물관#나들이#문화시설#박물관#실내여행지
떡박물관,종로구,2.0,#나들이#도심여행#떡박물관#문화시설#박물관#아이와함께#연인과함께
춘원당한방박물관,종로구,2.0,#가족여행#건강여행#도심여행#문화시설#박물관#약초생활건강#이색체험
국립현대미술관(서울관),종로구,2.0,#국립현대미술관서울관#기념품판매#문화공간#문화시설#문화예술활동
환기미술관,종로구,2.0,#문화공간#문화시설#문화예술#복합문화공간#열린문화공간#예술품
용산공예관,용산구,2.0,#가족과함께#공예#공예체험#공예품#남녀노소#문화시설#문화유산
용산문화원,용산구,2.0,#문화사업#문화시설#수도권#용산문화원
구로문화원,구로구,2.0,#문화강좌#문화시설#아이와 함께#열린문화공간
남산예술센터,중구,2.0,#남산예술센터#문화시설#복합문화공간#아이와함께#주말추천여행지
목인박물관&갤러리,종로구,2.0,#문화공간#문화시설#문화예술#문화예술공간#문화예술활동#복합문화공간
스페이스 111,종로구,2.0,#나홀로여행#도심여행#문화공간#문화공연#문화시설#문화예술#복합문화공간
금호아트홀,종로구,2.0,#가족여행#금호아트홀#데이트코스#문화시설#아이와함께#연인과함께
김대중도서관,마포구,2.0,#교과서속여행#김대중도서관#도서관#도심여행#독서여행#문화시설
가톨릭대학교 성신교정도서관,종로구,2.0,#독서#문화시설#성신교정도서관#자료제공
별마당도서관,강남구,2.0,#가족과함께#도서관#도심여행#문화시설#별마당도서관#삼성역#서점
은평문화원,은평구,2.0,#문화시설#복합문화공간#열린문화공간#은평문화원#친구와 함께
